Ccrit,FTSWm,FTSWo,FcritFlo,HI_pot_base,Initial_Saturation,Irrigation_Efficiency,Irrigation_Threshold,LAD,LAI_ini,PClf_pot_base,PlantD,RUE_ol,RelLAI_a,RelLAI_b,RelTr_a,RelTr_b,SALB,SLA_ol,TE_coeff,TMAXm,TMAXo,TTSW1,TTSW2,T_max_chill_alt,T_opt_chill_alt,Tb_forcing_alt,anthesis_window_days,chill_a,chill_b,chill_c,forcing_d,forcing_e,fresh_factor,gamma_kpa,harvest_doy,root_frac_layer1,root_frac_layer2,target_avg_yield_fresh_kg_ha
403.28027779449536,0.04704234988283748,0.4623850117716598,478.63558254846146,0.28749104969336275,0.7687034334163536,0.8501123537400015,0.3057028242552674,2.046212259965752,3.9185058567005315,0.17722560054515452,1428.9959300093656,0.38861960052420913,74.07695541613766,19.466197173613946,5.965180070444351,13.100103579460963,0.19647595220613429,4.372565426564977,4.3045483576673504,33.969204722538706,30.967680693751745,57.02991505045612,125.68478281215154,17.759036483220488,6.317128944123875,8.672990185857682,8.229216146650753,0.00839045351442354,-0.4051317059208055,7.628865754501432,0.5957416383551579,8.7554810413995,2.2024655375503572,0.07020504294774525,111.68281954243272,0.36301098926619124,0.7609742670322857,9901.223248739734
406.4202524042528,0.046039466271927884,0.3301030078980945,502.84856992349194,0.29190198619919966,0.8591537846699582,0.8975320457562284,0.25055102589174194,1.6958602219956824,3.2785774317332224,0.18812552952151473,1478.5061826758636,0.3330276904471836,77.70210845448048,22.464026098829137,5.443549337623013,14.367205754914604,0.20228325827347637,6.016921521930892,3.463100032465631,34.800406241683106,26.154137519061273,78.16873925045435,106.82694862023156,16.45671277461684,6.6874591550317275,7.7365974249031515,6.320766681386763,0.010159792340827395,-0.4697799869712893,6.099260797908967,0.5086508725133683,9.797929058871699,2.1429620505341673,0.06712379077185794,105.79223560377359,0.38144719391355314,0.7122143100467662,8152.17089310272
293.3975910135613,0.054753620969830025,0.3201778841438421,447.0076863490952,0.3490156149228617,0.8200000109132038,0.7617538384356962,0.28832239268279214,1.8665879988240632,3.1529451344868686,0.19269827579971158,1328.1435149625468,0.3769318749892306,78.67626763069556,22.086057977843492,6.808754523839372,12.430225613786721,0.1750504720809643,4.685390101136134,4.15882758913635,40.031796313400164,34.81251075245877,81.01083761796576,102.30187385747422,18.656456720734923,6.090942124889724,10.358459660887267,7.9321262620133295,0.008790138639379797,-0.5744540364947399,6.693964126052363,0.4522284814186947,8.38219606492,2.350117719114521,0.06839893321742616,136.31616975171875,0.38662377187519514,0.6119210333938536,10621.29590702693
311.0512641504429,0.041375070890454176,0.46663958976785735,497.12103377019525,0.2827738669427443,0.9778926961639218,0.9489254788543919,0.32909668490297417,2.3939846239553564,3.8970113463895926,0.1792236855214667,1480.034262863485,0.4263898224400591,63.277681866225215,25.504228769228263,7.212347984614493,11.19997435621528,0.162943758723189,4.778757601170586,4.154358729609419,34.97297292773685,25.50219650934193,59.993639417627996,102.32409725534474,18.272801534607986,7.281878692041708,8.436359566803507,5.855161319942121,0.008579942484506144,-0.44163518821687897,8.536266750547929,0.47414596505097345,8.689113338423482,2.627803773461949,0.07719990405768493,112.1468430599995,0.3461751809932669,0.587720854639897,12970.040064761586
348.97965332411485,0.04135430391159256,0.3918604826254918,385.97912785326275,0.4135934304929362,0.8172273762699469,1.1356512312791684,0.33099800757933096,2.205386556415956,3.0992631746296504,0.18882306306064855,1807.550221146466,0.401696940262133,74.07976122790639,23.1022562668017,5.034332107663687,14.2601941972136,0.18411182926959957,4.947367575447478,3.474025705865871,47.33939127070282,34.7414791512319,69.95440192083984,120.9090161115282,18.313817036631445,7.143105570434233,10.570552506911683,8.042565167333306,0.011219664060156393,-0.5221996937608053,8.155545586175812,0.5776284433496155,7.4467663697094375,2.0875472483998596,0.07870067734261023,121.89794913071914,0.37547424052124234,0.7683447176579223,9365.39861947424
413.1026172512404,0.057181711823118944,0.3532480585407393,503.2982944441438,0.3511912563115823,0.8571235147915425,1.0402336414168865,0.2791838058771997,2.307753072304675,3.7358278650035817,0.15872077929271408,1870.4788687675855,0.3944467743271988,83.97100924075042,25.404640417733773,7.340506630842022,11.463369083108205,0.18967765092545558,4.348002416747741,4.44269728965944,35.9515638002819,30.763120419000373,75.60541580212853,115.77702983216263,14.757529300935637,8.166897197777004,9.518203864765184,8.085495852530254,0.010586758493579065,-0.5951862275816282,8.22208533693356,0.43681163690825753,8.402490562893075,2.1289849196949264,0.0702550439126835,111.2347251522432,0.2949737527530241,0.6517855468670026,9351.877200851515
378.7675482279826,0.049447004914404964,0.380571898057387,427.6970396811216,0.4008693361789652,0.9186786910772383,1.1213426058445923,0.32037879929980484,2.252228069725054,3.491900657117489,0.20404180259183252,1556.6078457720826,0.37746552383343157,86.31222750652195,21.316743332735605,7.337661610109174,13.68332785756311,0.1772058315075267,4.888085336413177,3.976426863618521,35.06631487837505,35.03951447424383,65.37394385375006,113.96226469154041,15.859242409867026,8.171545030341175,8.143651010375104,6.268123486244446,0.010430167596830946,-0.4953984885074899,8.558058599969169,0.421750205702254,9.270665372818602,2.379519230137111,0.07397079180147678,135.4775432260077,0.3261930220353956,0.5499365610443477,10333.123069481044
331.0927098888524,0.04002891888314895,0.33312440418338496,485.0439342543717,0.3082147033813415,0.8797778335206854,0.7890424664412923,0.2786456593862476,1.8414188347193525,3.3107396292109468,0.15737145201905603,1601.812998040187,0.4184642788210424,63.81238557944206,21.788676353379646,6.281300133567068,14.148966473394989,0.19336696892060903,4.190484323451733,3.4267101883400226,47.671872793001505,24.89395007242736,77.67964706184526,91.15938114151577,16.196789631897516,6.383675170175575,10.752035857537166,7.197618546714352,0.010094764168544237,-0.5600340433621577,7.05150802172839,0.46104503733922075,7.775007413552159,2.124331650751279,0.06516583539705731,131.60508487999368,0.3178093631136104,0.68653775964631,10829.077215711699
328.0547962424504,0.042800476873497126,0.38051227022331463,464.2309109546564,0.38119287302831756,0.8239001449112959,0.951345726866679,0.35314282983828094,2.190052075775381,3.4472992982182684,0.18380579203913933,1346.6359670104134,0.36760412191512876,84.96530788955667,17.713263063732853,5.359639706676255,13.444689925945593,0.19135308499438353,5.305465754542334,4.200631603407401,40.951559189701186,30.880997476454088,81.87937834287104,122.68086123625466,18.45512342978764,5.987558655497994,10.48321519394058,7.085910810380525,0.008870010056108218,-0.5199325781131898,7.047809358056144,0.5889048088483558,10.75973176311052,2.034478528456344,0.07328303694426466,121.15265015800745,0.30300435295133676,0.5511404353768266,8452.847221091883
317.87919528810966,0.052977743801126374,0.3844757812164391,370.9876460808411,0.336178374705399,0.951339275696397,0.8012090670495526,0.32647696863446085,1.6227903275931779,3.8574944006275214,0.15592645675557565,1590.0031648351962,0.35253248010162797,66.12693367552863,23.30701364245497,7.0325607813367395,11.33691411597546,0.2160355002208504,5.38512050657604,3.5741297977601736,32.57588399365617,29.102180070530395,78.2984302767899,96.14228143834868,13.686637838965126,7.044166284152517,9.940967513570795,6.444670244899332,0.008490057334706187,-0.5481113992447707,5.84574464721505,0.5928509169760627,8.454537578520153,1.8569682073381348,0.06135669339369641,133.5862282126286,0.3530191122500611,0.5758127897139469,7977.888523497423
299.1942173456618,0.05015430024155094,0.45320232056595366,467.77213774384717,0.37298205577376753,0.9128151653642118,1.0993393336543023,0.3054253255668104,1.6299361912931372,3.7571255314025205,0.17240662989029895,1829.752378854068,0.39530947708149616,66.81397095902848,22.550257557543773,6.524882933679828,11.874174459636194,0.20136938902839518,5.211021693736787,3.7541975664381924,40.19872528699301,26.96864761634799,71.41422249600645,118.12052963131025,15.819278841130654,6.49999124802242,9.852385468601138,5.962193080731356,0.008018037311923772,-0.5448878791336187,7.507791698331513,0.4581213824297072,10.664303779372688,2.125039684706321,0.06932872139136208,107.29005389751953,0.29968464969841496,0.6033414157885888,9359.268185042509
325.28786708586847,0.05263005180249268,0.39264351114464735,492.32470059208913,0.36852753574615327,0.9034975837586909,1.0396229857314694,0.27999524308139057,2.15339791653752,3.100793992211155,0.20273585572021235,1332.239386196381,0.4296293084846462,62.63942942031647,17.783928263497078,6.263924715299237,13.576844094535229,0.17592549670839203,4.6954915192331494,4.5532635661840715,42.14363091486169,27.334140886362015,64.98945815220196,92.73699813326172,14.679834181959976,8.437483497952638,7.80916461318126,7.859267529322592,0.008627677901902215,-0.4486625501903878,7.931700661435036,0.42026349394505025,9.404061707073435,1.8542626891362537,0.07154500360200614,102.45490743404457,0.3503869014787,0.6535927448909609,8489.29405200549
291.47745758226785,0.05822166465537578,0.39738909581128007,491.14030866530675,0.4019663414529694,0.9829122779340591,1.0915379615619594,0.24942743837604045,1.6612734590542737,3.016053368343813,0.19139946684191025,1400.2262316226672,0.35518958250215515,65.74474703560324,21.11606077083696,6.715012513077306,15.933066909722662,0.2253954214659937,5.211184425969461,3.623601482726112,32.43869822622727,24.32891225546283,63.73428690411154,107.06028258932473,15.530256377665273,7.276611760532455,9.298750822545534,5.726677529649601,0.009805764743987474,-0.5364421720922368,7.925833036601528,0.5036271223338996,8.065732528997925,1.8204407174183657,0.05725138442970235,143.61058295477733,0.2832540927596291,0.5662010293984913,7670.108098525336
323.659002343313,0.044087433752755555,0.44700608717192253,430.2425980208434,0.3016673519694552,0.8534059985570848,1.0759505890067225,0.3122347761247374,1.8848206907771594,2.910347674846035,0.16179025401162,1509.6399617596433,0.4135628594965625,64.62572889456925,18.294107981094893,6.538091319855642,14.920450449110099,0.21820005274833404,4.949521533922649,4.348410477255811,46.03876105492083,24.65800554344648,67.8628911011547,101.54910791670396,12.939088158732561,6.0291183296255495,10.047845234452677,6.083230355052596,0.009368927945848142,-0.5941587584374586,5.870282896225276,0.5849740837027444,8.986926488615593,1.9375245322042707,0.07626827690641708,121.15145972738345,0.306244305980858,0.629969834055922,9546.047535822425
